sentence_id	source	article_id	genre	topic	category	sent_idx	n_clean	url	text	in_quote	text_marked	member	label	izvor_oznake	pravilo
dan-848007019343-023	danas	848007019343	kolumna	ekonomija	kolumna	23	46	https://www.danas.rs/kolumna/misa-brkic/istorijski-dogovor-srba-i-hrvata-oko-buducnosti-krasove-bajadere/	Ubrzo su „ljuti“ konkurenti shvatili da rat nije dobar ni za koga i da će mnogo da ih košta, pa su odlučili da zajedno nastupe na svoju i dobrobit Kraša.		Ubrzo su „ljuti“ konkurenti shvatili da rat nije dobar ni za koga i da će mnogo da ih košta, pa su odlučili da zajedno nastupe na svoju i dobrobit Kraša.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	SUBJ	usaglaseno	P1
dan-850853213181-024	danas	850853213181	kolumna	pol-drustvo	kolumna	24	53	https://www.danas.rs/kolumna/nemanja-rujevic/neke-se-pobede-ne-dobijaju-na-juris/	Dva ili tri meseca su kataklizma.		Dva ili tri meseca su kataklizma.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	SUBJ	saglasnost	
dan-861209451198-012	danas	861209451198	kolumna	pol-drustvo	kolumna	12	59	https://www.danas.rs/kolumna/aleksej-kisjuhas/najnovija-levica/	Dok se Stara levica još uvek fokusirala na industrijski rad, klasnu borbu i državnu kontrolu nad privredom, Nova levica je proširila svoja interesovanja i na građanska prava, feminizam, antikolonijalizam, antiratno delovanje, lične slobode i kritiku kulture konzumerizma.		Dok se Stara levica još uvek fokusirala na industrijski rad, klasnu borbu i državnu kontrolu nad privredom, Nova levica je proširila svoja interesovanja i na građanska prava, feminizam, antikolonijalizam, antiratno delovanje, lične slobode i kritiku kulture konzumerizma.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	saglasnost	
dan-872698080602-008	danas	872698080602	kolumna	pol-drustvo	redakcijski-komentar	8	12	https://www.danas.rs/dijalog/redakcijski-komentar/kad-ce-beograd-prestati-da-bude-kazablanka/	Mnogi bi rekli da je i mnogo iskrenije oberčuke prihvatio ovaj izveštaj ruskih špijuna, nego izveštaje briselskih birokrata, ovi drugi se trude da daju okvir celom društvu, ovi prvi pak okvir opstanka njegove lične vlasti.		Mnogi bi rekli da je i mnogo iskrenije oberčuke prihvatio ovaj izveštaj ruskih špijuna, nego izveštaje briselskih birokrata, ovi drugi se trude da daju okvir celom društvu, ovi prvi pak okvir opstanka njegove lične vlasti.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	SUBJ	saglasnost	
dan-918945551232-030	danas	918945551232	kolumna	ekonomija	licni-stavovi	30	34	https://www.danas.rs/dijalog/licni-stavovi/zakociti-sa-infrastrukturnim-investicijama/	Strani investitori kojima za njihove programe treba jeftina radna snaga otići će tamo gde je ima više.		Strani investitori kojima za njihove programe treba jeftina radna snaga otići će tamo gde je ima više.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	usaglaseno	P7
dan-960880264478-011	danas	960880264478	kolumna	sport	kolumna	11	20	https://www.danas.rs/kolumna/ziva-vekecki/od-trofeja-se-ne-zivi/	Mladi Kostov će poput Andrije Maksimovića, Koste Nedeljkovića, Ognjena Mimovića, Alekse Damjanovića… „trbuhom za kruhom“.		Mladi Kostov će poput Andrije Maksimovića, Koste Nedeljkovića, Ognjena Mimovića, Alekse Damjanovića… „trbuhom za kruhom“.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	usaglaseno	P3
dan-974679248862-008	danas	974679248862	kolumna	sport	licni-stavovi	8	30	https://www.danas.rs/dijalog/licni-stavovi/olimpijski-komitet-mesni-odbor-sns/	Karakterom, vrednoćom, ozbiljnošću, istrajnošću, intelektualnom nadogradnjom nije se nametnuo ni publici, rigidnim moralizatorstvom zapao je za oko sigurno tek ponekom.		Karakterom, vrednoćom, ozbiljnošću, istrajnošću, intelektualnom nadogradnjom nije se nametnuo ni publici, rigidnim moralizatorstvom zapao je za oko sigurno tek ponekom.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	SUBJ	saglasnost	
dan-983130627570-010	danas	983130627570	kolumna	pol-drustvo	kolumna	10	16	https://www.danas.rs/kolumna/vladimir-jokic/uzaludan-ljubavni-trud/	I tako, Studentska lista ostaje otvorena.		I tako, Studentska lista ostaje otvorena.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	saglasnost	
dan-991507817792-007	danas	991507817792	vest	pol-drustvo	drustvo	7	10	https://www.danas.rs/vesti/drustvo/skolsko-dvoriste-raskopano-direktorka-kaze-da-je-bezbedno-os-oslobodioci-beograda-pocela-sa-radom-posle-rekonstrukcije/	Predviđa se, da će se taj deo posla završiti u celosti do kraja meseca što je u skladu sa predviđenim školskim aktivnostima koje time nisu ugrožene.		Predviđa se, da će se taj deo posla završiti u celosti do kraja meseca što je u skladu sa predviđenim školskim aktivnostima koje time nisu ugrožene.	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	saglasnost	
dan-997701263776-009	danas	997701263776	kolumna	pol-drustvo	kolumna	9	15	https://www.danas.rs/kolumna/marko-vidojkovic/nasa-nova-predsednica/	Šarmiraću sve dame u predsedništvu.	Y	„Šarmiraću sve dame u predsedništvu.“	../danas-blic/danas-blic/to_annotate_danas-blic.tsv	OBJ	usaglaseno	P6
n1i-124956-004	n1info	124956	kolumna	pol-drustvo	Kolumne/draza-petrovic	4	12	https://n1info.rs/kolumne/draza-petrovic/svaki-svoga-ubite-pokojnika-kolumna-draza-petrovic/	„Na ovaj način blokaderi su pokazali da su spremni čak i da ubiju roditelje, jer politički ne misle kao oni.		„Na ovaj način blokaderi su pokazali da su spremni čak i da ubiju roditelje, jer politički ne misle kao oni.	to_annotate_n1info.tsv	OBJ	usaglaseno	P6
n1i-148573-009	n1info	148573	kolumna	svet	Kolumne	9	17	https://n1info.rs/kolumne/o-mojoj-majci-crkvi-i-bogu/	Čak i kad je shvatila da sam u tom koračanju kroz svetovne i duhovne vrleti otišao u nekom drugom smeru, to nije poljuljalo njenu veru u mene.	Y	„Čak i kad je shvatila da sam u tom koračanju kroz svetovne i duhovne vrleti otišao u nekom drugom smeru, to nije poljuljalo njenu veru u mene.“	to_annotate_n1info.tsv	SUBJ	usaglaseno	P4
n1i-154621-024	n1info	154621	kolumna	svet	Kolumne/ljubodrag-stojadinovic	24	43	https://n1info.rs/kolumne/ljubodrag-stojadinovic/barjak-boje-sutona/	Ona je samo simbol države, nastao konvencijom (dogovorom) o tome kako će barjak da izgleda.		Ona je samo simbol države, nastao konvencijom (dogovorom) o tome kako će barjak da izgleda.	to_annotate_n1info.tsv	OBJ	saglasnost	
n1i-173382-004	n1info	173382	vest	kultura	Kultura	4	7	https://n1info.rs/kultura/pronadjene-slike-ukradene-sezan-matis-renoar/	Pronađena dela su Sezanova „Šolja i tanjir sa trešnjama“ („Tasse et Plat de Cerises“), Renoarova „Ribe“ („Les Poissons“) i Matisova „Odaliska na terasi“ („Odalisque sur la Terrasse“).		Pronađena dela su Sezanova „Šolja i tanjir sa trešnjama“ („Tasse et Plat de Cerises“), Renoarova „Ribe“ („Les Poissons“) i Matisova „Odaliska na terasi“ („Odalisque sur la Terrasse“).	to_annotate_n1info.tsv	OBJ	saglasnost	
n1i-184573-004	n1info	184573	kolumna	pol-drustvo	Kolumne/boris-dezulovic	4	38	https://n1info.rs/kolumne/boris-dezulovic/nova-kolumna-borisa-dezulovica-apsolutna-odlucnost/	Pa objavio da se pripreme i predsjednik Kolumbije Gustavo Petro i predsjednik Kube Miguel Díaz-Canel .	Y	„Pa objavio da se pripreme i predsjednik Kolumbije Gustavo Petro i predsjednik Kube Miguel Díaz-Canel .“	to_annotate_n1info.tsv	OBJ	saglasnost	
n1i-194167-060	n1info	194167	vest	pol-drustvo	Ustavokrsitelj	60	62	https://n1info.rs/ustavokrsitelj/nenadlezni-predsednik-vucic-i-tuzioci-od-pada-nastresnice-do-danas-od-sugestija-do-pretnji-gonjenjem/	Korišćenje svog javnog položaja, medija i javnog istupanja predstavlja neprimeren uticaj na sve nosioce javnotužilačke funkcije u Republici Srbiji.	Y	„Korišćenje svog javnog položaja, medija i javnog istupanja predstavlja neprimeren uticaj na sve nosioce javnotužilačke funkcije u Republici Srbiji.“	to_annotate_n1info.tsv	OBJ	saglasnost	
n1i-244258-028	n1info	244258	kolumna	pol-drustvo	Kolumne/ljubodrag-stojadinovic	28	40	https://n1info.rs/kolumne/ljubodrag-stojadinovic/marfijev-zakon-u-vucijevoj-ludnici/	Zakon o ukidanju Marfijevog zakona: Narodni poslanik Uglješa Mrdić je predložio skupštinskom odboru zakon o ukidanju Marfijevog zakona koji je opasan po opstanak Srbije i nije ga moguće sprovesti, a smislio ga je blokader Marfi.		Zakon o ukidanju Marfijevog zakona: Narodni poslanik Uglješa Mrdić je predložio skupštinskom odboru zakon o ukidanju Marfijevog zakona koji je opasan po opstanak Srbije i nije ga moguće sprovesti, a smislio ga je blokader Marfi.	to_annotate_n1info.tsv	SUBJ	saglasnost	
n1i-261679-004	n1info	261679	vest	pol-drustvo	Ustavokrsitelj	4	20	https://n1info.rs/ustavokrsitelj/tanasije-marinkovic-jos-jedna-vuciceva-neustavna-ponuda-o-referendumu-o-razresenju/	Prema tumačenju profesora, ovo nije prvi put da Vučić čini tu ponudu, iz čega se može zaključiti da on zaista veruje da takva institucionalna mogućnost postoji.		Prema tumačenju profesora, ovo nije prvi put da Vučić čini tu ponudu, iz čega se može zaključiti da on zaista veruje da takva institucionalna mogućnost postoji.	to_annotate_n1info.tsv	OBJ	saglasnost	
n1i-272016-028	n1info	272016	kolumna	svet	Kolumne/ljubodrag-stojadinovic	28	56	https://n1info.rs/kolumne/ljubodrag-stojadinovic/sule-neodoljiv-neumoljiv/	Tamo su nekada bili Bogdan Crnobrnja, Marko Nikezić, Živorad Kovačević, Ivan Vujačić.		Tamo su nekada bili Bogdan Crnobrnja, Marko Nikezić, Živorad Kovačević, Ivan Vujačić.	to_annotate_n1info.tsv	OBJ	saglasnost	
n1i-286741-022	n1info	286741	kolumna	kultura	Kolumne/draza-petrovic	22	28	https://n1info.rs/kolumne/draza-petrovic/bulevari-vojvode-misica-i-corsokaci-ratka-mladica/	I imali su državne guslare da o njihovim časnim obrazima guslaju.		I imali su državne guslare da o njihovim časnim obrazima guslaju.	to_annotate_n1info.tsv	SUBJ	saglasnost	
n1i-288928-022	n1info	288928	kolumna	hronika	Kolumne/ljubodrag-stojadinovic	22	47	https://n1info.rs/kolumne/ljubodrag-stojadinovic/okostavanje-mozga-poslednji-stadijum-tiranije/	Tako je iz svog poplavljenog centra za mišljenje sudila naprednjačka diva.		Tako je iz svog poplavljenog centra za mišljenje sudila naprednjačka diva.	to_annotate_n1info.tsv	SUBJ	saglasnost	
n1i-289896-000	n1info	289896	kolumna	pol-drustvo	Kolumne/draza-petrovic	0	17	https://n1info.rs/kolumne/draza-petrovic/draza-petrovic-kolumna-novak-djokovic-cacilend-milos-pavlovic/	Pavlović se plasirao u polufinale Ćacilenda kada je pre neki dan dobio desetku na ispitu!		Pavlović se plasirao u polufinale Ćacilenda kada je pre neki dan dobio desetku na ispitu!	to_annotate_n1info.tsv	SUBJ	usaglaseno	P10
n1i-315167-018	n1info	315167	kolumna	svet	Kolumne/boris-dezulovic	18	27	https://n1info.rs/kolumne/boris-dezulovic/otkud-plenkovic-u-epsteinovim-mailovima/	U dirljivo ironičnom raspletu, članak o manekenki Miji i njenoj agentici, na koju je kliknuo napaljeni Epstein, upravo je priča iz - Jutarnjeg lista.	Y	„U dirljivo ironičnom raspletu, članak o manekenki Miji i njenoj agentici, na koju je kliknuo napaljeni Epstein, upravo je priča iz - Jutarnjeg lista.“	to_annotate_n1info.tsv	SUBJ	usaglaseno	P1
n1i-319384-027	n1info	319384	vest	pol-drustvo	Nase price	27	46	https://n1info.rs/svet/pravni-status-fetusa-kao-linosti-u-sad/	Proces vantelesne oplodnje po svojoj prirodi zahteva stvaranje znatno većeg broja embriona nego što će zapravo biti implantirano u matericu žene tokom jednog ciklusa.		Proces vantelesne oplodnje po svojoj prirodi zahteva stvaranje znatno većeg broja embriona nego što će zapravo biti implantirano u matericu žene tokom jednog ciklusa.	to_annotate_n1info.tsv	OBJ	saglasnost	
n1i-320280-015	n1info	320280	kolumna	pol-drustvo	Kolumne/ljubodrag-stojadinovic	15	48	https://n1info.rs/kolumne/ljubodrag-stojadinovic/umobolna-monodrama/	Takav je, jebi ga, odvratan i zao.		Takav je, jebi ga, odvratan i zao.	to_annotate_n1info.tsv	SUBJ	saglasnost	
n1i-328638-013	n1info	328638	kolumna	hronika	Kolumne/draza-petrovic	13	35	https://n1info.rs/kolumne/draza-petrovic/zivotopis-sinise-vucinica-vojvode-za-branje-kukuruza/	Čeda Jovanović je svojeveremeno pričao za medije da kada je te davne 2001. ušao u Vilu „Mir” da pregara sa Miloševićem, tamo je zatekao Sinišu Vučinića, pijanog, ispod nekog pulta.		Čeda Jovanović je svojeveremeno pričao za medije da kada je te davne 2001. ušao u Vilu „Mir” da pregara sa Miloševićem, tamo je zatekao Sinišu Vučinića, pijanog, ispod nekog pulta.	to_annotate_n1info.tsv	OBJ	usaglaseno	P6
n1i-330787-007	n1info	330787	kolumna	pol-drustvo	Kolumne/draza-petrovic	7	36	https://n1info.rs/kolumne/draza-petrovic/drzi-bure-vodju-dok-izbori-prodju/	To im je bila taktika.		To im je bila taktika.	to_annotate_n1info.tsv	OBJ	usaglaseno	P7
n1i-341790-000	n1info	341790	vest	svet	Region	0	6	https://n1info.rs/region/podgoricko-vise-drzavno-tuzilastvo-formiralo-predmet-protiv-mitropolita-metodija-zbog-velicanja-mladica/	Podgoričko Više državno tužilaštvo formiralo je predmet protiv mitropolita budimljansko-nikšićkog Metodija zbog veličanja osuđenog ratnog zločinca Ratka Mladića.		Podgoričko Više državno tužilaštvo formiralo je predmet protiv mitropolita budimljansko-nikšićkog Metodija zbog veličanja osuđenog ratnog zločinca Ratka Mladića.	to_annotate_n1info.tsv	OBJ	saglasnost	
n1i-362140-038	n1info	362140	kolumna	pol-drustvo	Kolumne/ljubodrag-stojadinovic	38	57	https://n1info.rs/kolumne/ljubodrag-stojadinovic/andjelkovi-sinovi/	Zbog toga ljudi postaju zavisnisci.		Zbog toga ljudi postaju zavisnisci.	to_annotate_n1info.tsv	OBJ	usaglaseno	P7
n1i-372766-003	n1info	372766	vest	pol-drustvo	Nase price	3	36	https://n1info.rs/vesti/priprema-za-skolu-sta-djak-prvak-treba-da-zna/	„Poznato je da kad se dete udari, kad padne, prvo pogleda kako će roditelj reagovati.		„Poznato je da kad se dete udari, kad padne, prvo pogleda kako će roditelj reagovati.	to_annotate_n1info.tsv	OBJ	saglasnost	
n1i-376228-008	n1info	376228	kolumna	pol-drustvo	Kolumne/draza-petrovic	8	16	https://n1info.rs/kolumne/draza-petrovic/kako-je-krug-dvojke-pobedio-naprednjake/	Još odavno je kolega Stojićević u Politici napisao kolumnu pod nazivom „Putnici ludog tramvaja“, ni ne znajući da će svi tramvaji, trolejbusi i autobusi u Beogradu jednog dana poludeti, dok putuju „podeljeni“ na dve grupacije putnika koji žive u ovom ggradu.		Još odavno je kolega Stojićević u Politici napisao kolumnu pod nazivom „Putnici ludog tramvaja“, ni ne znajući da će svi tramvaji, trolejbusi i autobusi u Beogradu jednog dana poludeti, dok putuju „podeljeni“ na dve grupacije putnika koji žive u ovom ggradu.	to_annotate_n1info.tsv	SUBJ	saglasnost	
n1i-378528-005	n1info	378528	vest	svet	Region	5	7	https://n1info.rs/region/vicepremijer-hrvatske-najavio-poteze-prema-srbiji-kada-se-dogovore-sabor-vlada-i-predsednik/	On je rekao da nije iznaneđen takvih ponašanjem, jer se njihova politika nije promenila.		On je rekao da nije iznaneđen takvih ponašanjem, jer se njihova politika nije promenila.	to_annotate_n1info.tsv	OBJ	usaglaseno	P6
n1i-394443-049	n1info	394443	vest	pol-drustvo	Ustavokrsitelj	49	62	https://n1info.rs/ustavokrsitelj/kako-je-predsednik-preuzeo-ulogu-premijera/	Našao se i način da se javne rasprave zaobilaze, pa je to uspešno primenjeno donošenjem lex specialisa za Generalštab.		Našao se i način da se javne rasprave zaobilaze, pa je to uspešno primenjeno donošenjem lex specialisa za Generalštab.	to_annotate_n1info.tsv	SUBJ	saglasnost	
n1i-413363-021	n1info	413363	vest	pol-drustvo	Nase price	21	37	https://n1info.rs/vesti/vucic-pristina-i-formiranje-zajednice-srpskih-opstina/	Na vlasti u Prištini, makar zvanično, nisu uspeli da utiču ni iz međunarodne zajednice, pre svega Evropske unije.	Y	„Na vlasti u Prištini, makar zvanično, nisu uspeli da utiču ni iz međunarodne zajednice, pre svega Evropske unije.“	to_annotate_n1info.tsv	SUBJ	usaglaseno	P4
n1i-413598-014	n1info	413598	kolumna	svet	Kolumne/boris-dezulovic	14	23	https://n1info.rs/kolumne/boris-dezulovic/balada-o-ronaldu-iz-knina/	Eh da, Ronaldo B. I njegova životna priča slična je priči Mehe, Tome i Brzog: rođen u Kninu prije dvadeset tri godine bio je talentirani nogometaš, viđen za buduću zvijezdu Dinama, zbog lakog koraka i jakog udarca mladi je Ronaldo Barišić uskoro i ponio nadimak Ronaldo.	Y	„Eh da, Ronaldo B. I njegova životna priča slična je priči Mehe, Tome i Brzog: rođen u Kninu prije dvadeset tri godine bio je talentirani nogometaš, viđen za buduću zvijezdu Dinama, zbog lakog koraka i jakog udarca mladi je Ronaldo Barišić uskoro i ponio nadimak Ronaldo.“	to_annotate_n1info.tsv	OBJ	saglasnost	
n1i-417709-039	n1info	417709	vest	pol-drustvo	Nase price	39	71	https://n1info.rs/vesti/nove-tehnologije-na-izborima-iskustva-region-srbija/	Odnosno, kako Jovanović kaže, reforma je sprovedena uprkos, a ne zahvaljujući državi i politici.		Odnosno, kako Jovanović kaže, reforma je sprovedena uprkos, a ne zahvaljujući državi i politici.	to_annotate_n1info.tsv	OBJ	saglasnost	
n1i-422531-061	n1info	422531	vest	svet	Nase price	61	88	https://n1info.rs/svet/legendarni-boks-mec-dzo-luis-maks-smeling-ruzvelt-hitler/	Nakon samo jednog minuta, Luis je pogodio Šmelinga u telo tako snažno da je nemački bokser bolno jeknuo, a taj zvuk je uhvaćen u živom radio prenosu širom sveta.	Y	„Nakon samo jednog minuta, Luis je pogodio Šmelinga u telo tako snažno da je nemački bokser bolno jeknuo, a taj zvuk je uhvaćen u živom radio prenosu širom sveta.“	to_annotate_n1info.tsv	OBJ	saglasnost	
n1i-425235-014	n1info	425235	kolumna	pol-drustvo	Kolumne	14	26	https://n1info.rs/kolumne/presslaganje-vuciceva-maturska-ekskurzija/	Dakle, državni aparat služi da bi u potpunosti olakšao funkcionisanje individua unutar društva i društva u celini.		Dakle, državni aparat služi da bi u potpunosti olakšao funkcionisanje individua unutar društva i društva u celini.	to_annotate_n1info.tsv	OBJ	saglasnost	
n1i-433443-010	n1info	433443	kolumna	pol-drustvo	Kolumne/ljubodrag-stojadinovic	10	50	https://n1info.rs/kolumne/ljubodrag-stojadinovic/cezar-svercer-turskih-gaca/	Tamo u Turskoj, kupovao sam neke stvari – patike, farmerke, šorceve, gaće i druge sitnice, i prodavao ovde.		Tamo u Turskoj, kupovao sam neke stvari – patike, farmerke, šorceve, gaće i druge sitnice, i prodavao ovde.	to_annotate_n1info.tsv	OBJ	saglasnost	
n1i-441823-052	n1info	441823	kolumna	svet	Kolumne/ljubodrag-stojadinovic	52	64	https://n1info.rs/kolumne/ljubodrag-stojadinovic/novogodisnja-arka/	Poneli smo pare za deset života za svakoga od nas.		Poneli smo pare za deset života za svakoga od nas.	to_annotate_n1info.tsv	OBJ	usaglaseno	P14
n1i-465919-024	n1info	465919	kolumna	sport	Kolumne/ljubodrag-stojadinovic	24	57	https://n1info.rs/kolumne/ljubodrag-stojadinovic/nemanja-iz-srbije/	Možda je u BiH, možda nije nigde.		Možda je u BiH, možda nije nigde.	to_annotate_n1info.tsv	SUBJ	usaglaseno	P4
n1i-467835-011	n1info	467835	kolumna	pol-drustvo	Kolumne/biljana-stepanovic	11	36	https://n1info.rs/kolumne/biljana-stepanovic/koliko-ce-jos-izdrzati-telesina-na-staklenim-nozicama-i-sta-cemo-u-danu-posle/	Bez toga nikako nema ravnoteže, koliko god se upinjao.		Bez toga nikako nema ravnoteže, koliko god se upinjao.	to_annotate_n1info.tsv	SUBJ	saglasnost	
n1i-501488-034	n1info	501488	kolumna	pol-drustvo	Kolumne/biljana-stepanovic	34	56	https://n1info.rs/kolumne/biljana-stepanovic/vasa-deca-nisu-vasa-deca-ona-lome-sudbinu-srbije/	Vrhovni guru novog poretka nije ništa razumeo, jer i ne može da razume.	Y	„Vrhovni guru novog poretka nije ništa razumeo, jer i ne može da razume.“	to_annotate_n1info.tsv	SUBJ	usaglaseno	P1
n1i-514975-009	n1info	514975	kolumna	pol-drustvo	Kolumne/ljubodrag-stojadinovic	9	57	https://n1info.rs/kolumne/ljubodrag-stojadinovic/usta-puna-zemlje/	I vladalac sa svojom svitom, pripada pre svega njima i ostvaruje sve svoje zagrobne naume njihovim nemim glasom.		I vladalac sa svojom svitom, pripada pre svega njima i ostvaruje sve svoje zagrobne naume njihovim nemim glasom.	to_annotate_n1info.tsv	SUBJ	saglasnost	
n1i-531933-007	n1info	531933	kolumna	pol-drustvo	Kolumne/draza-petrovic	7	19	https://n1info.rs/kolumne/draza-petrovic/bitka-kod-vulina-i-dobojena-revolucija/	Tako da je Srbija pod primarijusom Vučićem dostigla neverovatan napredak jer se u toj i takvoj Srbiji već unapred zna šta će bebe da budu kad porastu.		Tako da je Srbija pod primarijusom Vučićem dostigla neverovatan napredak jer se u toj i takvoj Srbiji već unapred zna šta će bebe da budu kad porastu.	to_annotate_n1info.tsv	SUBJ	saglasnost	
n1i-537390-003	n1info	537390	vest	pol-drustvo	Nase price	3	11	https://n1info.rs/vesti/spc-osniva-svoj-univerzitet-sta-je-jos-predvidjeno-izmenama-zakona-o-crkvama/	Na ovaj način, kako se ističe, "ujednačavaju se obrazovni standardi u svim poljima, jer se uvođenjem obaveze delovanja u svim obrazovno-naučnim, odnosno obrazovno-umetničkim poljima u skladu sa zakonom obezbeđuje da ove ustanove ispunjavaju potpuno iste standarde kvaliteta, programa, licenciranja i akreditacije kao i državne ili druge privatne škole i fakulteti".		Na ovaj način, kako se ističe, "ujednačavaju se obrazovni standardi u svim poljima, jer se uvođenjem obaveze delovanja u svim obrazovno-naučnim, odnosno obrazovno-umetničkim poljima u skladu sa zakonom obezbeđuje da ove ustanove ispunjavaju potpuno iste standarde kvaliteta, programa, licenciranja i akreditacije kao i državne ili druge privatne škole i fakulteti".	to_annotate_n1info.tsv	OBJ	saglasnost	
n1i-539601-006	n1info	539601	kolumna	pol-drustvo	Kolumne/draza-petrovic	6	29	https://n1info.rs/kolumne/draza-petrovic/cacilendologija-nauku-o-cacilendu-nova-kolumna-draze-petrovica/	Za razliku od Darvinovih beskičmenjaka, ovi ćacilendski bekičmenjaci nikada nisu postali kičmenjaci, jer su kičmenjaci živeli van Ćacilenda, i skupljali su se uglavnom na trgu Slavija, nedaleko odatle, ali i po celoj Srbiji, od Subotice do Novog Pazara.		Za razliku od Darvinovih beskičmenjaka, ovi ćacilendski bekičmenjaci nikada nisu postali kičmenjaci, jer su kičmenjaci živeli van Ćacilenda, i skupljali su se uglavnom na trgu Slavija, nedaleko odatle, ali i po celoj Srbiji, od Subotice do Novog Pazara.	to_annotate_n1info.tsv	SUBJ	usaglaseno	P1
n1i-546031-014	n1info	546031	kolumna	pol-drustvo	Kolumne	14	34	https://n1info.rs/kolumne/ana-na-litijumske-baterije/	Pomno je slušala verbalizovanje misli pred širokim auditorijumom od strane ekoloških aktivista, te se uhvatila za "neće se voditi ratovi oko litijuma, nego oko vode".		Pomno je slušala verbalizovanje misli pred širokim auditorijumom od strane ekoloških aktivista, te se uhvatila za "neće se voditi ratovi oko litijuma, nego oko vode".	to_annotate_n1info.tsv	SUBJ	saglasnost	
n1i-568445-000	n1info	568445	vest	pol-drustvo	Ustavokrsitelj	0	7	https://n1info.rs/ustavokrsitelj/akademska-zajednica-vucic-sprovodi-drzavni-udar-sudije-i-tuzioci-da-preduzmu-hitne-mere/	"Na delu je permanentni državni udar koji sprovodi predsednik Republike.		"Na delu je permanentni državni udar koji sprovodi predsednik Republike.	to_annotate_n1info.tsv	OBJ	usaglaseno	P6
n1i-580762-001	n1info	580762	kolumna	ekonomija	Kolumne/ljubodrag-stojadinovic	1	31	https://n1info.rs/kolumne/ljubodrag-stojadinovic/umobolna-drama-kolumna-ljubodrag-stojadinovic/	Ima ga mnogo manje nego što želi, nedohvatljiv za svoja čula koja su ga žudna u samoljubivoj pomami.		Ima ga mnogo manje nego što želi, nedohvatljiv za svoja čula koja su ga žudna u samoljubivoj pomami.	to_annotate_n1info.tsv	SUBJ	saglasnost	
n1i-583616-005	n1info	583616	kolumna	pol-drustvo	Kolumne/biljana-stepanovic	5	30	https://n1info.rs/kolumne/biljana-stepanovic/cena-odlaska-dotrajalog-rezima-kruze-razne-teorije/	Temperaturu su podigli i snajperisti na krovu Skupštine Srbije , zgodno postavljeni da se mogu lepo videti i slikati.		Temperaturu su podigli i snajperisti na krovu Skupštine Srbije , zgodno postavljeni da se mogu lepo videti i slikati.	to_annotate_n1info.tsv	SUBJ	saglasnost	
n1i-593928-022	n1info	593928	kolumna	pol-drustvo	Kolumne/biljana-stepanovic	22	82	https://n1info.rs/kolumne/biljana-stepanovic/da-li-se-to-vrhovni-caci-sprema-za-diktaturu-ili-se-samo-igra-vatrom/	I sad, u takvoj nezamislivoj situaciji, postalo je moguće da se apsurdni događaji odvijaju dalje – umesto da se hapse kriminalci koji kradu i kupuju izbore, radikalska pamet naređuje da se hapse profesori univerziteta i đaci pred maturu.		I sad, u takvoj nezamislivoj situaciji, postalo je moguće da se apsurdni događaji odvijaju dalje – umesto da se hapse kriminalci koji kradu i kupuju izbore, radikalska pamet naređuje da se hapse profesori univerziteta i đaci pred maturu.	to_annotate_n1info.tsv	SUBJ	saglasnost	
n1i-596397-024	n1info	596397	vest	svet	Region	24	37	https://n1info.rs/region/grahovo-pod-opsadom-crnogorska-policija-intenzivno-traga-za-ljubom-milovicem/	U spisima Evropola sumnjiči se još za odavanje informacija o policijskim akcijama.		U spisima Evropola sumnjiči se još za odavanje informacija o policijskim akcijama.	to_annotate_n1info.tsv	OBJ	saglasnost	
n1i-596877-002	n1info	596877	kolumna	pol-drustvo	Kolumne/draza-petrovic	2	29	https://n1info.rs/kolumne/draza-petrovic/vuk-i-dva-praseta-u-informeru-draza-kolumna/	Običaj u srpskom narodu je da u rano božićno jutro kolegijum Informera ode u šumu, u šumi nađe nekog četničkog vojvodu, i onda ga nose sve do studija.		Običaj u srpskom narodu je da u rano božićno jutro kolegijum Informera ode u šumu, u šumi nađe nekog četničkog vojvodu, i onda ga nose sve do studija.	to_annotate_n1info.tsv	SUBJ	usaglaseno	P10
n1i-597570-002	n1info	597570	vest	ekonomija	Biznis	2	20	https://n1info.rs/biznis/dokle-se-stiglo-sa-projektom-brze-pruge-beograd-nis/	Prijave se mogu podneti do 2. oktobra, posle čega sledi izbor izvođača.		Prijave se mogu podneti do 2. oktobra, posle čega sledi izbor izvođača.	to_annotate_n1info.tsv	OBJ	saglasnost	
n1i-609675-016	n1info	609675	kolumna	svet	Kolumne/boris-dezulovic	16	68	https://n1info.rs/kolumne/boris-dezulovic/zakon-o-javnom-lincu/	Boli me kurac, neka me uhite!		Boli me kurac, neka me uhite!	to_annotate_n1info.tsv	SUBJ	saglasnost	
